npieces: 50
capacity: 22322
1 280 650 
2 224 520 
3 84 195 
4 252 585 
5 928 960 
6 28 65 
7 116 120 
8 928 960 
9 580 600 
10 580 600 
11 56 130 
12 56 130 
13 252 585 
14 464 480 
15 1160 1200 
16 928 960 
17 280 650 
18 348 360 
19 56 130 
20 116 120 
21 168 390 
22 56 130 
23 812 840 
24 224 520 
25 928 960 
26 580 600 
27 348 360 
28 140 325 
29 928 960 
30 348 360 
31 280 650 
32 168 390 
33 812 840 
34 252 585 
35 1044 1080 
36 1044 1080 
37 1160 1200 
38 1160 1200 
39 116 120 
40 928 960 
41 580 600 
42 348 360 
43 1044 1080 
44 56 130 
45 168 390 
46 252 585 
47 580 600 
48 28 65 
49 1160 1200 
50 696 720 
