npieces: 1000
capacity: 30496466
1 89546 99546 
2 12439 22439 
3 49875 59875 
4 16227 26227 
5 33221 43221 
6 8161 18161 
7 9994 19994 
8 37081 47081 
9 62535 72535 
10 11386 21386 
11 8960 18960 
12 14334 24334 
13 73008 83008 
14 31162 41162 
15 71226 81226 
16 49376 59376 
17 3104 13104 
18 10135 20135 
19 21937 31937 
20 70503 80503 
21 91750 101750 
22 60776 70776 
23 66122 76122 
24 13352 23352 
25 52935 62935 
26 46180 56180 
27 39923 49923 
28 30967 40967 
29 27975 37975 
30 45896 55896 
31 20027 30027 
32 31097 41097 
33 83608 93608 
34 81047 91047 
35 70959 80959 
36 20887 30887 
37 78300 88300 
38 11579 21579 
39 68301 78301 
40 36718 46718 
41 13464 23464 
42 93770 103770 
43 71846 81846 
44 75524 85524 
45 24791 34791 
46 62597 72597 
47 41365 51365 
48 12629 22629 
49 84311 94311 
50 44570 54570 
51 34455 44455 
52 45323 55323 
53 93205 103205 
54 91273 101273 
55 63558 73558 
56 16332 26332 
57 61424 71424 
58 68835 78835 
59 66742 76742 
60 88333 98333 
61 61532 71532 
62 52174 62174 
63 1546 11546 
64 91045 101045 
65 86278 96278 
66 87397 97397 
67 21940 31940 
68 99740 109740 
69 19807 29807 
70 77660 87660 
71 27432 37432 
72 42786 52786 
73 64999 74999 
74 69410 79410 
75 51675 61675 
76 90236 100236 
77 8151 18151 
78 87295 97295 
79 26525 36525 
80 60824 70824 
81 22250 32250 
82 16765 26765 
83 82384 92384 
84 42562 52562 
85 78953 88953 
86 13218 23218 
87 39908 49908 
88 52688 62688 
89 33042 43042 
90 96027 106027 
91 78193 88193 
92 59000 69000 
93 28932 38932 
94 38613 48613 
95 61488 71488 
96 69377 79377 
97 94474 104474 
98 41701 51701 
99 76343 86343 
100 47926 57926 
101 89313 99313 
102 58696 68696 
103 72495 82495 
104 23575 33575 
105 65480 75480 
106 98276 108276 
107 24883 34883 
108 45898 55898 
109 74435 84435 
110 17037 27037 
111 95110 105110 
112 57871 67871 
113 4652 14652 
114 64259 74259 
115 40017 50017 
116 75729 85729 
117 7319 17319 
118 55097 65097 
119 32761 42761 
120 41624 51624 
121 55999 65999 
122 17169 27169 
123 36537 46537 
124 25339 35339 
125 32338 42338 
126 37154 47154 
127 8577 18577 
128 83538 93538 
129 54294 64294 
130 53755 63755 
131 93771 103771 
132 37546 47546 
133 14071 24071 
134 24738 34738 
135 71669 81669 
136 25970 35970 
137 55535 65535 
138 44373 54373 
139 44192 54192 
140 64626 74626 
141 5104 15104 
142 88082 98082 
143 8068 18068 
144 73532 83532 
145 95601 105601 
146 73106 83106 
147 67566 77566 
148 37562 47562 
149 81202 91202 
150 43791 53791 
151 70775 80775 
152 61223 71223 
153 48301 58301 
154 94055 104055 
155 56034 66034 
156 95738 105738 
157 82203 92203 
158 45017 55017 
159 28145 38145 
160 99260 109260 
161 14720 24720 
162 59532 69532 
163 79812 89812 
164 83835 93835 
165 17301 27301 
166 9774 19774 
167 40080 50080 
168 14743 24743 
169 68688 78688 
170 30074 40074 
171 25400 35400 
172 72729 82729 
173 274 10274 
174 27571 37571 
175 2795 12795 
176 99588 109588 
177 2061 12061 
178 19597 29597 
179 45562 55562 
180 58147 68147 
181 14639 24639 
182 80107 90107 
183 38291 48291 
184 97506 107506 
185 72719 82719 
186 73538 83538 
187 36510 46510 
188 83769 93769 
189 31603 41603 
190 52957 62957 
191 20820 30820 
192 94339 104339 
193 35196 45196 
194 97146 107146 
195 74103 84103 
196 14317 24317 
197 77359 87359 
198 57713 67713 
199 98771 108771 
200 70601 80601 
201 34208 44208 
202 40693 50693 
203 27023 37023 
204 10530 20530 
205 54365 64365 
206 44499 54499 
207 65775 75775 
208 13034 23034 
209 50740 60740 
210 19704 29704 
211 12105 22105 
212 2320 12320 
213 31042 41042 
214 61743 71743 
215 89601 99601 
216 96109 106109 
217 19257 29257 
218 57831 67831 
219 46244 56244 
220 47645 57645 
221 70477 80477 
222 34418 44418 
223 2750 12750 
224 71179 81179 
225 41756 51756 
226 32522 42522 
227 95800 105800 
228 13572 23572 
229 40440 50440 
230 68495 78495 
231 88849 98849 
232 61774 71774 
233 85650 95650 
234 81516 91516 
235 93560 103560 
236 33138 43138 
237 78916 88916 
238 34263 44263 
239 35779 45779 
240 91668 101668 
241 82522 92522 
242 11702 21702 
243 61135 71135 
244 82787 92787 
245 83998 93998 
246 35167 45167 
247 71061 81061 
248 85452 95452 
249 704 10704 
250 61688 71688 
251 73957 83957 
252 42473 52473 
253 52414 62414 
254 17277 27277 
255 72706 82706 
256 96407 106407 
257 71637 81637 
258 32544 42544 
259 53690 63690 
260 21925 31925 
261 12292 22292 
262 13195 23195 
263 26016 36016 
264 21512 31512 
265 18809 28809 
266 68705 78705 
267 77159 87159 
268 37067 47067 
269 94267 104267 
270 7778 17778 
271 79453 89453 
272 60356 70356 
273 40884 50884 
274 44621 54621 
275 90721 100721 
276 43362 53362 
277 77048 87048 
278 9408 19408 
279 23683 33683 
280 15106 25106 
281 84854 94854 
282 43579 53579 
283 42711 52711 
284 67393 77393 
285 48634 58634 
286 36610 46610 
287 87894 97894 
288 56556 66556 
289 29948 39948 
290 22497 32497 
291 44529 54529 
292 73267 83267 
293 99689 109689 
294 27242 37242 
295 30386 40386 
296 50076 60076 
297 10091 20091 
298 3481 13481 
299 55601 65601 
300 43219 53219 
301 70296 80296 
302 64985 74985 
303 44623 54623 
304 60767 70767 
305 26932 36932 
306 67168 77168 
307 61427 71427 
308 39664 49664 
309 73316 83316 
310 49685 59685 
311 93567 103567 
312 34837 44837 
313 21585 31585 
314 21842 31842 
315 62094 72094 
316 92810 102810 
317 48980 58980 
318 37348 47348 
319 41228 51228 
320 40814 50814 
321 22244 32244 
322 7343 17343 
323 50609 60609 
324 72338 82338 
325 79961 89961 
326 60047 70047 
327 11164 21164 
328 22638 32638 
329 45916 55916 
330 313 10313 
331 43145 53145 
332 38414 48414 
333 36013 46013 
334 64000 74000 
335 71534 81534 
336 31657 41657 
337 32080 42080 
338 89779 99779 
339 59416 69416 
340 62898 72898 
341 85877 95877 
342 32963 42963 
343 24700 34700 
344 88839 98839 
345 73891 83891 
346 1315 11315 
347 58652 68652 
348 96967 106967 
349 75649 85649 
350 3240 13240 
351 30969 40969 
352 72545 82545 
353 13633 23633 
354 93648 103648 
355 74608 84608 
356 45735 55735 
357 91369 101369 
358 86399 96399 
359 93906 103906 
360 54369 64369 
361 63486 73486 
362 45540 55540 
363 87011 97011 
364 26110 36110 
365 69039 79039 
366 14522 24522 
367 98159 108159 
368 10726 20726 
369 20987 30987 
370 28906 38906 
371 84100 94100 
372 55434 65434 
373 92577 102577 
374 34286 44286 
375 57712 67712 
376 99709 109709 
377 43778 53778 
378 50352 60352 
379 77336 87336 
380 84508 94508 
381 9333 19333 
382 25009 35009 
383 48177 58177 
384 18824 28824 
385 80135 90135 
386 9926 19926 
387 8255 18255 
388 28597 38597 
389 82348 92348 
390 21437 31437 
391 53576 63576 
392 89690 99690 
393 24614 34614 
394 44605 54605 
395 83764 93764 
396 64617 74617 
397 25009 35009 
398 66891 76891 
399 5188 15188 
400 34457 44457 
401 75785 85785 
402 26313 36313 
403 36747 46747 
404 2174 12174 
405 31577 41577 
406 73145 83145 
407 63821 73821 
408 34907 44907 
409 83873 93873 
410 2783 12783 
411 79411 89411 
412 79789 89789 
413 46339 56339 
414 91044 101044 
415 54632 64632 
416 30504 40504 
417 21162 31162 
418 91159 101159 
419 38292 48292 
420 28800 38800 
421 63351 73351 
422 31982 41982 
423 21010 31010 
424 63166 73166 
425 42409 52409 
426 99722 109722 
427 32271 42271 
428 34610 44610 
429 43080 53080 
430 45528 55528 
431 58882 68882 
432 24935 34935 
433 23279 33279 
434 99668 109668 
435 22946 32946 
436 53970 63970 
437 54068 64068 
438 57928 67928 
439 97321 107321 
440 12004 22004 
441 73076 83076 
442 30386 40386 
443 74915 84915 
444 87711 97711 
445 17184 27184 
446 66340 76340 
447 98706 108706 
448 11237 21237 
449 29662 39662 
450 16453 26453 
451 17058 27058 
452 57644 67644 
453 3102 13102 
454 86037 96037 
455 98948 108948 
456 4686 14686 
457 97626 107626 
458 59789 69789 
459 44937 54937 
460 77789 87789 
461 25960 35960 
462 6949 16949 
463 71581 81581 
464 23700 33700 
465 56127 66127 
466 51791 61791 
467 35901 45901 
468 35624 45624 
469 74052 84052 
470 59584 69584 
471 52438 62438 
472 4669 14669 
473 43344 53344 
474 71119 81119 
475 4412 14412 
476 27413 37413 
477 99679 109679 
