npieces: 50
capacity: 202638167
1 6057970 5057970 
2 7136319 6136319 
3 9842427 8842427 
4 10620043 9620043 
5 8403725 7403725 
6 9965641 8965641 
7 8695890 7695890 
8 5043905 4043905 
9 1599535 599535 
10 2807010 1807010 
11 8524584 7524584 
12 7159014 6159014 
13 9555256 8555256 
14 8365538 7365538 
15 9472962 8472962 
16 4787752 3787752 
17 8250728 7250728 
18 4891231 3891231 
19 10607385 9607385 
20 5481071 4481071 
21 5484782 4484782 
22 6454000 5454000 
23 9541106 8541106 
24 4663792 3663792 
25 6586255 5586255 
26 2241036 1241036 
27 10736283 9736283 
28 1702111 702111 
29 2665839 1665839 
30 3098768 2098768 
31 4418243 3418243 
32 2422977 1422977 
33 7815296 6815296 
34 7526367 6526367 
35 9383543 8383543 
36 7615199 6615199 
37 10265092 9265092 
38 8531747 7531747 
39 10907189 9907189 
40 9513302 8513302 
41 5795776 4795776 
42 5013042 4013042 
43 10433710 9433710 
44 9353420 8353420 
45 8748863 7748863 
46 6084237 5084237 
47 1423389 423389 
48 9646013 8646013 
49 10900927 9900927 
50 9229186 8229186 
