npieces: 200
capacity: 33652
1 1065 981 
2 465 430 
3 202 256 
4 192 213 
5 363 322 
6 634 691 
7 574 539 
8 249 317 
9 111 203 
10 428 500 
11 821 721 
12 826 869 
13 449 466 
14 254 166 
15 497 466 
16 421 358 
17 60 91 
18 688 698 
19 664 599 
20 101 112 
21 355 275 
22 197 161 
23 442 474 
24 859 824 
25 531 458 
26 230 258 
27 328 272 
28 393 433 
29 442 411 
30 141 49 
31 224 255 
32 673 661 
33 373 361 
34 748 767 
35 687 634 
36 461 555 
37 373 290 
38 394 398 
39 262 266 
40 178 272 
41 709 621 
42 107 147 
43 970 948 
44 473 487 
45 488 525 
46 794 764 
47 634 543 
48 604 515 
49 77 53 
50 843 794 
51 838 748 
52 103 186 
53 436 379 
54 489 478 
55 960 934 
56 977 897 
57 481 423 
58 972 924 
59 213 250 
60 446 396 
61 792 754 
62 661 692 
63 719 765 
64 288 308 
65 591 681 
66 667 622 
67 364 378 
68 436 440 
69 230 266 
70 848 835 
71 977 979 
72 497 495 
73 332 372 
74 302 281 
75 326 269 
76 889 962 
77 178 152 
78 11 45 
79 449 478 
80 362 460 
81 610 659 
82 155 151 
83 637 648 
84 545 475 
85 235 235 
86 283 347 
87 535 573 
88 182 86 
89 494 520 
90 954 893 
91 1027 954 
92 722 686 
93 868 962 
94 499 561 
95 125 174 
96 395 351 
97 568 527 
98 44 50 
99 212 186 
100 389 326 
101 380 387 
102 984 978 
103 363 264 
104 29 90 
105 84 87 
106 404 372 
107 442 349 
108 689 740 
109 822 732 
110 727 799 
111 540 576 
112 504 601 
113 771 839 
114 938 875 
115 144 123 
116 319 220 
117 839 773 
118 431 395 
119 304 383 
120 1006 934 
121 748 837 
122 641 650 
123 120 41 
124 14 80 
125 402 403 
126 823 888 
127 715 777 
128 929 877 
129 767 776 
130 194 181 
131 229 271 
132 558 587 
133 658 756 
134 932 930 
135 768 838 
136 409 344 
137 780 791 
138 434 396 
139 930 939 
140 661 686 
141 302 401 
142 851 906 
143 293 221 
144 283 241 
145 740 647 
146 638 564 
147 847 780 
148 780 749 
149 313 382 
150 358 324 
151 429 387 
152 510 538 
153 312 375 
154 812 846 
155 696 607 
156 665 698 
157 632 548 
158 211 233 
159 680 695 
160 823 887 
161 1 39 
162 172 172 
163 820 724 
164 817 727 
165 1 23 
166 477 404 
167 1010 992 
168 126 225 
169 973 987 
170 766 851 
171 513 520 
172 851 807 
173 178 150 
174 543 519 
175 447 356 
176 660 724 
177 1047 996 
178 932 907 
179 901 884 
180 354 373 
181 823 905 
182 728 734 
183 670 594 
184 310 210 
185 262 286 
186 662 639 
187 435 404 
188 443 363 
189 288 301 
190 299 243 
191 515 520 
192 461 532 
193 739 658 
194 521 442 
195 544 527 
196 562 555 
197 623 585 
198 859 943 
199 564 516 
200 355 383 
