npieces: 50
capacity: 83165
1 2052 1052 
2 6706 5706 
3 8552 7552 
4 5099 4099 
5 10662 9662 
6 1028 28 
7 1655 655 
8 3448 2448 
9 10928 9928 
10 9654 8654 
11 1190 190 
12 6949 5949 
13 7649 6649 
14 3822 2822 
15 7080 6080 
16 10608 9608 
17 10665 9665 
18 6339 5339 
19 9318 8318 
20 1423 423 
21 2072 1072 
22 2395 1395 
23 4503 3503 
24 7575 6575 
25 4688 3688 
26 6175 5175 
27 9688 8688 
28 9678 8678 
29 3289 2289 
30 3211 2211 
31 2585 1585 
32 2760 1760 
33 1505 505 
34 6850 5850 
35 2212 1212 
36 8158 7158 
37 9229 8229 
38 3871 2871 
39 4586 3586 
40 9422 8422 
41 3713 2713 
42 7014 6014 
43 2572 1572 
44 9451 8451 
45 1448 448 
46 5832 4832 
47 7731 6731 
48 10532 9532 
49 10401 9401 
50 9077 8077 
