npieces: 10000
capacity: 14275569072
1 503051 1503051 
2 7496237 8496237 
3 8929031 9929031 
4 2265566 3265566 
5 855597 1855597 
6 960927 1960927 
7 9154470 10154470 
8 179771 1179771 
9 8800215 9800215 
10 3122977 4122977 
11 4991557 5991557 
12 1176200 2176200 
13 5863656 6863656 
14 1615881 2615881 
15 4333863 5333863 
16 9376755 10376755 
17 9420576 10420576 
18 817390 1817390 
19 9843781 10843781 
20 2682466 3682466 
21 6558383 7558383 
22 3856998 4856998 
23 6338918 7338918 
24 810506 1810506 
25 8152407 9152407 
26 4738154 5738154 
27 9973463 10973463 
28 2845345 3845345 
29 9307712 10307712 
30 8725974 9725974 
31 4142024 5142024 
32 8366379 9366379 
33 1693656 2693656 
34 423437 1423437 
35 8379715 9379715 
36 3162993 4162993 
37 9385572 10385572 
38 679354 1679354 
39 2005193 3005193 
40 5143057 6143057 
41 5824680 6824680 
42 6246705 7246705 
43 6823819 7823819 
44 6867502 7867502 
45 9008815 10008815 
46 9949939 10949939 
47 9359554 10359554 
48 4542535 5542535 
49 9395384 10395384 
50 4952016 5952016 
51 6347307 7347307 
52 701094 1701094 
53 8255805 9255805 
54 5568935 6568935 
55 6222371 7222371 
56 9681775 10681775 
57 3970081 4970081 
58 8670409 9670409 
59 7788378 8788378 
60 2699608 3699608 
61 6324469 7324469 
62 956668 1956668 
63 481719 1481719 
64 3584247 4584247 
65 9450727 10450727 
66 9909019 10909019 
67 1401032 2401032 
68 5400374 6400374 
69 145223 1145223 
70 245211 1245211 
71 7352292 8352292 
72 2900068 3900068 
73 984759 1984759 
74 1427240 2427240 
75 7485408 8485408 
76 3304422 4304422 
77 9777647 10777647 
78 5676462 6676462 
79 3863146 4863146 
80 1316491 2316491 
81 5647658 6647658 
82 2643699 3643699 
83 6145029 7145029 
84 2085885 3085885 
85 2414769 3414769 
86 2561953 3561953 
87 8881953 9881953 
88 3524946 4524946 
89 1519618 2519618 
90 6737762 7737762 
91 7852374 8852374 
92 7697858 8697858 
93 1350173 2350173 
94 1600868 2600868 
95 4950205 5950205 
96 2816500 3816500 
97 7993194 8993194 
98 1800828 2800828 
99 9225195 10225195 
100 3888241 4888241 
101 1037642 2037642 
102 9415398 10415398 
103 2361355 3361355 
104 2502842 3502842 
105 2134328 3134328 
106 7108010 8108010 
107 488599 1488599 
108 2036468 3036468 
109 1512860 2512860 
110 7112219 8112219 
111 5157939 6157939 
112 7129281 8129281 
113 9679660 10679660 
114 2666490 3666490 
115 6966054 7966054 
116 6117291 7117291 
117 9364863 10364863 
118 6093495 7093495 
119 8806389 9806389 
120 8403642 9403642 
121 3632 1003632 
122 5544663 6544663 
123 5594270 6594270 
124 8187045 9187045 
125 7879979 8879979 
126 1301617 2301617 
127 9706350 10706350 
128 6308005 7308005 
129 790551 1790551 
130 1727698 2727698 
131 6930047 7930047 
132 2900836 3900836 
133 1912032 2912032 
134 5796928 6796928 
135 8189650 9189650 
136 8185109 9185109 
137 753631 1753631 
138 3166940 4166940 
139 2465157 3465157 
140 3401885 4401885 
141 8723241 9723241 
142 5794336 6794336 
143 5242033 6242033 
144 1457006 2457006 
145 5204081 6204081 
146 7989768 8989768 
147 8084962 9084962 
148 1359989 2359989 
149 1481627 2481627 
150 4966222 5966222 
151 3251380 4251380 
152 2110761 3110761 
153 4455902 5455902 
154 9998413 10998413 
155 9452550 10452550 
156 4110532 5110532 
157 4484116 5484116 
158 7881351 8881351 
159 3726942 4726942 
160 358799 1358799 
161 6081953 7081953 
162 5924162 6924162 
163 2698969 3698969 
164 9211477 10211477 
165 5263998 6263998 
166 4338381 5338381 
167 3249997 4249997 
168 3321721 4321721 
169 7017185 8017185 
170 1985248 2985248 
171 2285821 3285821 
172 5899044 6899044 
173 5235723 6235723 
174 5832225 6832225 
175 4965879 5965879 
176 8202774 9202774 
177 7626925 8626925 
178 6103619 7103619 
179 8456206 9456206 
180 7088286 8088286 
181 9653112 10653112 
182 7887177 8887177 
183 404208 1404208 
184 9303077 10303077 
185 7021760 8021760 
186 4354537 5354537 
187 7245411 8245411 
188 1723748 2723748 
189 3360459 4360459 
190 9102859 10102859 
191 2963616 3963616 
192 9935030 10935030 
193 2369340 3369340 
194 2073712 3073712 
195 1974348 2974348 
196 2694407 3694407 
197 3096599 4096599 
198 8214256 9214256 
199 838927 1838927 
200 75756 1075756 
201 4496624 5496624 
202 290396 1290396 
203 9439955 10439955 
204 8878029 9878029 
205 423861 1423861 
206 3480322 4480322 
207 7388571 8388571 
208 9292605 10292605 
209 5342612 6342612 
210 6168270 7168270 
211 6351357 7351357 
212 4016234 5016234 
213 327178 1327178 
214 9123469 10123469 
215 8848958 9848958 
216 6285616 7285616 
217 2358794 3358794 
218 6070733 7070733 
219 6351752 7351752 
220 8180808 9180808 
221 1645126 2645126 
222 9874785 10874785 
223 9010378 10010378 
224 4332445 5332445 
225 2920732 3920732 
226 3650817 4650817 
227 7272236 8272236 
228 5553215 6553215 
229 1298464 2298464 
230 7883661 8883661 
231 2747054 3747054 
232 5500912 6500912 
233 6051010 7051010 
234 5907442 6907442 
235 5678812 6678812 
236 2294236 3294236 
237 5261468 6261468 
238 8026277 9026277 
239 4064688 5064688 
240 841958 1841958 
241 4393819 5393819 
242 9245773 10245773 
243 9273732 10273732 
244 5427102 6427102 
245 1783239 2783239 
246 4105085 5105085 
247 7303090 8303090 
248 1834830 2834830 
249 965104 1965104 
250 1047711 2047711 
251 8863178 9863178 
252 9988660 10988660 
253 6771959 7771959 
254 7774316 8774316 
255 5252463 6252463 
256 2150601 3150601 
257 5084022 6084022 
258 1895959 2895959 
259 5406926 6406926 
260 3917632 4917632 
261 7600909 8600909 
262 9090954 10090954 
263 4717372 5717372 
264 2873738 3873738 
265 6704906 7704906 
266 2637383 3637383 
267 8304491 9304491 
268 4880278 5880278 
269 4067124 5067124 
270 252785 1252785 
271 585289 1585289 
272 8020247 9020247 
273 9976244 10976244 
274 323044 1323044 
275 3055734 4055734 
276 5091197 6091197 
277 984737 1984737 
278 1036798 2036798 
279 3072863 4072863 
280 5286021 6286021 
281 1595174 2595174 
282 9293057 10293057 
283 7965180 8965180 
284 6619628 7619628 
285 1942866 2942866 
286 2949009 3949009 
287 3976738 4976738 
288 9646655 10646655 
289 8676348 9676348 
290 8969303 9969303 
291 8056581 9056581 
292 517838 1517838 
293 9437649 10437649 
294 4008008 5008008 
295 2722254 3722254 
296 4840894 5840894 
297 2812028 3812028 
298 7462144 8462144 
299 9369685 10369685 
300 6667326 7667326 
301 6008432 7008432 
302 2280264 3280264 
303 82172 1082172 
304 100434 1100434 
305 6144597 7144597 
306 8449847 9449847 
307 3553703 4553703 
308 3262923 4262923 
309 9656077 10656077 
310 9744628 10744628 
311 910939 1910939 
312 5430615 6430615 
313 9152353 10152353 
314 1971993 2971993 
315 4256626 5256626 
316 573236 1573236 
317 5647053 6647053 
318 3819443 4819443 
319 3414392 4414392 
320 3236352 4236352 
321 4282084 5282084 
322 3443046 4443046 
323 4444454 5444454 
324 2308909 3308909 
325 7965281 8965281 
326 1318445 2318445 
327 3866361 4866361 
328 6763536 7763536 
329 8272076 9272076 
330 974656 1974656 
331 3941357 4941357 
332 2506520 3506520 
333 2297158 3297158 
334 7564942 8564942 
335 822747 1822747 
336 1624859 2624859 
337 4945265 5945265 
338 8668137 9668137 
339 107244 1107244 
340 4302668 5302668 
341 1005694 2005694 
342 1629506 2629506 
343 462009 1462009 
344 6743113 7743113 
345 9021780 10021780 
