npieces: 100
capacity: 43574
1 552 551 
2 507 507 
3 771 769 
4 378 377 
5 636 634 
6 342 342 
7 564 562 
8 777 776 
9 327 327 
10 993 991 
11 576 576 
12 234 232 
13 894 892 
14 903 903 
15 288 288 
16 858 857 
17 687 687 
18 513 511 
19 564 563 
20 534 534 
21 315 314 
22 669 668 
23 879 877 
24 399 397 
25 804 802 
26 51 51 
27 249 249 
28 540 540 
29 261 259 
30 438 437 
31 663 662 
32 894 893 
33 303 301 
34 798 796 
35 765 764 
36 291 290 
37 603 602 
38 981 980 
39 192 191 
40 705 704 
41 813 813 
42 474 474 
43 963 962 
44 57 56 
45 819 819 
46 153 152 
47 399 397 
48 987 985 
49 213 213 
50 39 38 
51 834 832 
52 735 735 
53 252 252 
54 66 66 
55 333 333 
56 639 639 
57 507 507 
58 657 657 
59 18 17 
60 432 432 
61 771 769 
62 483 483 
63 780 778 
64 204 202 
65 123 123 
66 930 930 
67 987 986 
68 906 906 
69 999 997 
70 810 810 
71 555 554 
72 885 884 
73 843 842 
74 228 226 
75 168 167 
76 255 255 
77 279 279 
78 234 234 
79 369 369 
80 606 604 
81 612 612 
82 243 243 
83 438 438 
84 375 375 
85 699 698 
86 177 177 
87 45 43 
88 198 196 
89 423 421 
90 507 507 
91 387 387 
92 642 642 
93 690 690 
94 339 337 
95 567 565 
96 612 611 
97 699 698 
98 390 389 
99 915 913 
100 651 649 
