npieces: 100
capacity: 417493
1 7535 6535 
2 6904 5904 
3 1872 872 
4 1484 484 
5 4042 3042 
6 8130 7130 
7 6023 5023 
8 10994 9994 
9 8748 7748 
10 1499 499 
11 3853 2853 
12 2103 1103 
13 10373 9373 
14 2491 1491 
15 8871 7871 
16 6265 5265 
17 4629 3629 
18 10728 9728 
19 3822 2822 
20 5312 4312 
21 6811 5811 
22 4185 3185 
23 6007 5007 
24 7905 6905 
25 9724 8724 
26 2837 1837 
27 10688 9688 
28 3840 2840 
29 10348 9348 
30 4265 3265 
31 7912 6912 
32 7122 6122 
33 10813 9813 
34 2440 1440 
35 7804 6804 
36 9344 8344 
37 5793 4793 
38 9996 8996 
39 2378 1378 
40 1607 607 
41 5965 4965 
42 6635 5635 
43 3395 2395 
44 4317 3317 
45 7180 6180 
46 9126 8126 
47 8930 7930 
48 2526 1526 
49 2428 1428 
50 8555 7555 
51 6212 5212 
52 9732 8732 
53 9994 8994 
54 4986 3986 
55 3475 2475 
56 3141 2141 
57 2469 1469 
58 10340 9340 
59 7843 6843 
60 2918 1918 
61 9985 8985 
62 8255 7255 
63 5271 4271 
64 1902 902 
65 2827 1827 
66 6934 5934 
67 6785 5785 
68 5061 4061 
69 8852 7852 
70 7885 6885 
71 4885 3885 
72 4075 3075 
73 3468 2468 
74 7011 6011 
75 4616 3616 
76 9493 8493 
77 10796 9796 
78 10416 9416 
79 1466 466 
80 6545 5545 
81 8191 7191 
82 4558 3558 
83 1885 885 
84 9979 8979 
85 10446 9446 
86 2483 1483 
87 8273 7273 
88 2777 1777 
89 4039 3039 
90 7100 6100 
91 2158 1158 
92 5297 4297 
93 1673 673 
94 1894 894 
95 1933 933 
96 4266 3266 
97 7055 6055 
98 10598 9598 
99 2452 1452 
100 4831 3831 
