npieces: 50
capacity: 7341
1 206 981 
2 786 430 
3 672 256 
4 640 213 
5 897 322 
6 245 691 
7 857 539 
8 863 317 
9 638 203 
10 910 500 
11 591 721 
12 239 869 
13 379 466 
14 886 166 
15 399 466 
16 952 358 
17 974 91 
18 742 698 
19 978 599 
20 61 112 
21 177 275 
22 275 161 
23 708 474 
24 468 824 
25 201 458 
26 602 258 
27 48 272 
28 627 433 
29 218 411 
30 300 49 
31 837 255 
32 964 661 
33 812 361 
34 595 767 
35 811 634 
36 73 555 
37 729 290 
38 27 398 
39 622 266 
40 719 272 
41 172 621 
42 777 147 
43 825 948 
44 311 487 
45 850 525 
46 455 764 
47 548 543 
48 792 515 
49 236 53 
50 253 794 
