npieces: 100
capacity: 25465430
1 505475 605475 
2 268028 368028 
3 985844 1085844 
4 577296 677296 
5 73134 173134 
6 69782 169782 
7 240283 340283 
8 342934 442934 
9 465248 565248 
10 221439 321439 
11 88321 188321 
12 855755 955755 
13 417401 517401 
14 3727 103727 
15 801707 901707 
16 770205 870205 
17 180921 280921 
18 300636 400636 
19 54674 154674 
20 875188 975188 
21 771407 871407 
22 265597 365597 
23 69371 169371 
24 158981 258981 
25 684544 784544 
26 614697 714697 
27 512436 612436 
28 73156 173156 
29 184688 284688 
30 331965 431965 
31 775020 875020 
32 760950 860950 
33 498769 598769 
34 301788 401788 
35 509872 609872 
36 604388 704388 
37 420517 520517 
38 391280 491280 
39 491454 591454 
40 595499 695499 
41 382833 482833 
42 757455 857455 
43 977735 1077735 
44 242225 342225 
45 132352 232352 
46 785850 885850 
47 256518 356518 
48 256242 356242 
49 705360 805360 
50 329663 429663 
51 590840 690840 
52 48632 148632 
53 407326 507326 
54 436414 536414 
55 154615 254615 
56 491881 591881 
57 822537 922537 
58 980296 1080296 
59 269943 369943 
60 20538 120538 
61 421989 521989 
62 575395 675395 
63 669467 769467 
64 758018 858018 
65 247071 347071 
66 692202 792202 
67 402549 502549 
68 835241 935241 
69 840200 940200 
70 344593 444593 
71 464473 564473 
72 946431 1046431 
73 260096 360096 
74 634183 734183 
75 135132 235132 
76 499049 599049 
77 931072 1031072 
78 593972 693972 
79 745774 845774 
80 414005 514005 
81 168707 268707 
82 891234 991234 
83 957521 1057521 
84 352399 452399 
85 100050 200050 
86 309303 409303 
87 352885 452885 
88 537229 637229 
89 442987 542987 
90 433184 533184 
91 352050 452050 
92 71269 171269 
93 835469 935469 
94 654474 754474 
95 629281 729281 
96 413182 513182 
97 340451 440451 
98 945546 1045546 
99 40728 140728 
100 753251 853251 
