Iteration;Time;BestFitness;CurrentFitness;Threshold
229;0,88;0,05864476342370728;0,05864476342370728;0,05864646464646117
230;0,882;0,05864476342370728;0,05864476342370728;0,05864646464646117
231;0,884;0,05864476342370728;0,05864476342370728;0,05864646464646117
232;0,886;0,05864476342370728;0,05864476342370728;0,05864646464646117
233;0,893;0,05863455608718415;0,05864476342370728;0,05864476342370728
234;0,901;0,05862966507176681;0,05863455608718415;0,05863455608718415
235;0,903;0,05862966507176681;0,05862966507176681;0,05863455608718415
236;0,91;0,0581141945773489;0,05862966507176681;0,05862966507176681
237;0,916;0,058109941520464226;0,0581141945773489;0,0581141945773489
238;0,918;0,058109941520464226;0,058109941520464226;0,0581141945773489
239;0,92;0,058109941520464226;0,058109941520464226;0,0581141945773489
240;0,922;0,058109941520464226;0,058109941520464226;0,0581141945773489
241;0,928;0,058109941520464226;0,058109941520464226;0,0581141945773489
242;0,93;0,058109941520464226;0,058109941520464226;0,0581141945773489
243;0,932;0,058109941520464226;0,058109941520464226;0,0581141945773489
244;0,935;0,058109941520464226;0,058109941520464226;0,0581141945773489
245;0,937;0,058109941520464226;0,058109941520464226;0,0581141945773489
246;0,947;0,058039128123335004;0,058109941520464226;0,058109941520464226
247;0,953;0,05803147262094266;0,058039128123335004;0,058039128123335004
248;0,956;0,05803147262094266;0,05803147262094266;0,058039128123335004
249;0,958;0,05803147262094266;0,05803147262094266;0,058039128123335004
250;0,96;0,05803147262094266;0,05803147262094266;0,058039128123335004
251;0,962;0,05803147262094266;0,05803147262094266;0,058039128123335004
253;0,971;0,058030196703877324;0,05803147262094266;0,05803147262094266
254;0,973;0,058030196703877324;0,058030196703877324;0,05803147262094266
255;0,976;0,058030196703877324;0,058030196703877324;0,05803147262094266
256;0,978;0,058030196703877324;0,058030196703877324;0,05803147262094266
257;0,98;0,058030196703877324;0,058030196703877324;0,05803147262094266
258;0,982;0,058030196703877324;0,058030196703877324;0,05803147262094266
259;0,985;0,058030196703877324;0,058030196703877324;0,05803147262094266
261;0,99;0,058030196703877324;0,058030196703877324;0,05803147262094266
262;0,992;0,058030196703877324;0,058030196703877324;0,05803147262094266
263;0,999;0,058030196703877324;0,058030196703877324;0,05803147262094266
264;1,002;0,058030196703877324;0,058030196703877324;0,05803147262094266
265;1,004;0,058030196703877324;0,058030196703877324;0,05803147262094266
266;1,01;0,058026368952681096;0,058030196703877324;0,058030196703877324
267;1,012;0,058026368952681096;0,058026368952681096;0,058030196703877324
268;1,015;0,058026368952681096;0,058026368952681096;0,058030196703877324
271;1,02;0,058026368952681096;0,058026368952681096;0,058030196703877324
273;1,023;0,058026368952681096;0,058026368952681096;0,058030196703877324
274;1,026;0,058026368952681096;0,058026368952681096;0,058030196703877324
275;1,028;0,058026368952681096;0,058026368952681096;0,058030196703877324
277;1,032;0,058026368952681096;0,058026368952681096;0,058030196703877324
278;1,034;0,058026368952681096;0,058026368952681096;0,058030196703877324
280;1,037;0,058026368952681096;0,058026368952681096;0,058030196703877324
281;1,041;0,058026368952681096;0,058026368952681096;0,058030196703877324
285;1,05;0,058026368952681096;0,058026368952681096;0,058030196703877324
286;1,052;0,058026368952681096;0,058026368952681096;0,058030196703877324
287;1,053;0,058026368952681096;0,058026368952681096;0,058030196703877324
288;1,055;0,058026368952681096;0,058026368952681096;0,058030196703877324
289;1,057;0,058026368952681096;0,058026368952681096;0,058030196703877324
290;1,059;0,058026368952681096;0,058026368952681096;0,058030196703877324
291;1,063;0,058026368952681096;0,058026368952681096;0,058030196703877324
292;1,073;0,0578579479000495;0,058026368952681096;0,058026368952681096
293;1,075;0,0578579479000495;0,0578579479000495;0,058026368952681096
294;1,087;0,05770866560339871;0,0578579479000495;0,0578579479000495
295;1,093;0,054862776445506634;0,05770866560339871;0,05770866560339871
296;1,099;0,054847641886487164;0,054862776445506634;0,054862776445506634
297;1,103;0,054847641886487164;0,054847641886487164;0,054862776445506634
298;1,109;0,05483996802557589;0,054847641886487164;0,054847641886487164
299;1,12;0,054839328537166554;0,05483996802557589;0,05483996802557589
300;1,124;0,054839328537166554;0,054839328537166554;0,05483996802557589
301;1,129;0,054825259792162684;0,054839328537166554;0,054839328537166554
302;1,13;0,054825259792162684;0,054825259792162684;0,054839328537166554
303;1,137;0,05482057021049458;0,054825259792162684;0,054825259792162684
304;1,141;0,05482057021049458;0,05482057021049458;0,054825259792162684
305;1,147;0,054686703970153405;0,05482057021049458;0,05482057021049458
306;1,151;0,054686703970153405;0,054686703970153405;0,05482057021049458
307;1,156;0,054339248601115386;0,054686703970153405;0,054686703970153405
308;1,158;0,054339248601115386;0,054339248601115386;0,054686703970153405
309;1,16;0,054339248601115386;0,054339248601115386;0,054686703970153405
310;1,162;0,054339248601115386;0,054339248601115386;0,054686703970153405
311;1,164;0,054339248601115386;0,054339248601115386;0,054686703970153405
312;1,166;0,054339248601115386;0,054339248601115386;0,054686703970153405
315;1,17;0,054339248601115386;0,054339248601115386;0,054686703970153405
316;1,172;0,054339248601115386;0,054339248601115386;0,054686703970153405
317;1,174;0,054339248601115386;0,054339248601115386;0,054686703970153405
318;1,184;0,05430642152943943;0,054339248601115386;0,054339248601115386
319;1,185;0,05430642152943943;0,05430642152943943;0,054339248601115386
320;1,187;0,05430642152943943;0,05430642152943943;0,054339248601115386
321;1,188;0,05430642152943943;0,05430642152943943;0,054339248601115386
322;1,198;0,05425526245669754;0,05430642152943943;0,05430642152943943
323;1,204;0,05425526245669754;0,05425526245669754;0,05430642152943943
324;1,208;0,05425526245669754;0,05425526245669754;0,05430642152943943
325;1,211;0,05425526245669754;0,05425526245669754;0,05430642152943943
326;1,217;0,05425526245669754;0,05425526245669754;0,05430642152943943
327;1,219;0,05425526245669754;0,05425526245669754;0,05430642152943943
328;1,221;0,05425526245669754;0,05425526245669754;0,05430642152943943
329;1,23;0,05423778310684402;0,05425526245669754;0,05425526245669754
330;1,234;0,05423778310684402;0,05423778310684402;0,05425526245669754
331;1,236;0,05423778310684402;0,05423778310684402;0,05425526245669754
332;1,245;0,05421966426858127;0,05423778310684402;0,05423778310684402
333;1,25;0,05421966426858127;0,05421966426858127;0,05423778310684402
334;1,254;0,05421966426858127;0,05421966426858127;0,05423778310684402
335;1,256;0,05421966426858127;0,05421966426858127;0,05423778310684402
336;1,258;0,05421966426858127;0,05421966426858127;0,05423778310684402
337;1,26;0,05421966426858127;0,05421966426858127;0,05423778310684402
338;1,262;0,05421966426858127;0,05421966426858127;0,05423778310684402
339;1,267;0,05421966426858127;0,05421966426858127;0,05423778310684402
340;1,269;0,05421966426858127;0,05421966426858127;0,05423778310684402
342;1,272;0,05421966426858127;0,05421966426858127;0,05423778310684402
343;1,274;0,05421966426858127;0,05421966426858127;0,05423778310684402
344;1,276;0,05421966426858127;0,05421966426858127;0,05423778310684402
345;1,278;0,05421966426858127;0,05421966426858127;0,05423778310684402
347;1,281;0,05421966426858127;0,05421966426858127;0,05423778310684402
348;1,286;0,05421966426858127;0,05421966426858127;0,05423778310684402
349;1,288;0,05421966426858127;0,05421966426858127;0,05423778310684402
350;1,29;0,05421966426858127;0,05421966426858127;0,05423778310684402
351;1,343;0,05421966426858127;0,05421966426858127;0,05423778310684402
352;1,345;0,05421966426858127;0,05421966426858127;0,05423778310684402
353;1,347;0,05421966426858127;0,05421966426858127;0,05423778310684402
354;1,349;0,05421966426858127;0,05421966426858127;0,05423778310684402
355;1,351;0,05421966426858127;0,05421966426858127;0,05423778310684402
356;1,357;0,05421966426858127;0,05421966426858127;0,05423778310684402
357;1,362;0,05421966426858127;0,05421966426858127;0,05423778310684402
358;1,37;0,054212416733276036;0,05421966426858127;0,05421966426858127
359;1,376;0,05421028510524517;0,054212416733276036;0,054212416733276036
361;1,379;0,05421028510524517;0,05421028510524517;0,054212416733276036
362;1,382;0,05421028510524517;0,05421028510524517;0,054212416733276036
363;1,385;0,05421028510524517;0,05421028510524517;0,054212416733276036
364;1,387;0,05421028510524517;0,05421028510524517;0,054212416733276036
367;1,391;0,05421028510524517;0,05421028510524517;0,054212416733276036
368;1,397;0,05421028510524517;0,05421028510524517;0,054212416733276036
369;1,399;0,05421028510524517;0,05421028510524517;0,054212416733276036
370;1,401;0,05421028510524517;0,05421028510524517;0,054212416733276036
371;1,403;0,05421028510524517;0,05421028510524517;0,054212416733276036
373;1,406;0,05421028510524517;0,05421028510524517;0,054212416733276036
374;1,413;0,054208153477214305;0,05421028510524517;0,05421028510524517
375;1,415;0,054208153477214305;0,054208153477214305;0,05421028510524517
376;1,417;0,054208153477214305;0,054208153477214305;0,05421028510524517
377;1,425;0,05420794031441112;0,054208153477214305;0,054208153477214305
378;1,427;0,05420794031441112;0,05420794031441112;0,054208153477214305
380;1,43;0,05420794031441112;0,05420794031441112;0,054208153477214305
381;1,432;0,05420794031441112;0,05420794031441112;0,054208153477214305
382;1,434;0,05420794031441112;0,05420794031441112;0,054208153477214305
384;1,441;0,05357676525445898;0,05420794031441112;0,05420794031441112
386;1,444;0,05357676525445898;0,05357676525445898;0,05420794031441112
387;1,45;0,05357676525445898;0,05357676525445898;0,05420794031441112
388;1,456;0,05351963762323064;0,05357676525445898;0,05357676525445898
389;1,463;0,05351771915800285;0,05351963762323064;0,05351963762323064
390;1,469;0,05349299227284443;0,05351771915800285;0,05351771915800285
391;1,471;0,05349299227284443;0,05349299227284443;0,05351771915800285
392;1,474;0,05349299227284443;0,05349299227284443;0,05351771915800285
393;1,479;0,05349299227284443;0,05349299227284443;0,05351771915800285
394;1,489;0,053418172128959496;0,05349299227284443;0,05349299227284443
396;1,493;0,053418172128959496;0,053418172128959496;0,05349299227284443
397;1,503;0,0533132960298387;0,053418172128959496;0,053418172128959496
398;1,509;0,05042329059828654;0,0533132960298387;0,0533132960298387
400;1,517;0,050419017094012974;0,05042329059828654;0,05042329059828654
401;1,519;0,050419017094012974;0,050419017094012974;0,05042329059828654
404;1,523;0,050419017094012974;0,050419017094012974;0,05042329059828654
405;1,525;0,050419017094012974;0,050419017094012974;0,05042329059828654
406;1,527;0,050419017094012974;0,050419017094012974;0,05042329059828654
407;1,538;0,050415598290594166;0,050419017094012974;0,050419017094012974
408;1,547;0,05041538461538042;0,050415598290594166;0,050415598290594166
409;1,556;0,05041303418802989;0,05041538461538042;0,05041538461538042
410;1,56;0,05041303418802989;0,05041303418802989;0,05041538461538042
411;1,566;0,05036773504273073;0,05041303418802989;0,05041303418802989
413;1,574;0,05007606837606393;0,05036773504273073;0,05036773504273073
414;1,581;0,05006965811965369;0,05007606837606393;0,05007606837606393
415;1,587;0,0500465811965769;0,05006965811965369;0,05006965811965369
416;1,595;0,049726282051277826;0,0500465811965769;0,0500465811965769
417;1,598;0,049726282051277826;0,049726282051277826;0,0500465811965769
418;1,605;0,04897051282050857;0,049726282051277826;0,049726282051277826
420;1,612;0,04594870147255259;0,04897051282050857;0,04897051282050857
423;1,623;0,04589322623828218;0,04594870147255259;0,04594870147255259
424;1,627;0,04589322623828218;0,04589322623828218;0,04594870147255259
425;1,633;0,04580112449798779;0,04589322623828218;0,04589322623828218
427;1,64;0,04577178045514996;0,04580112449798779;0,04580112449798779
428;1,643;0,04577178045514996;0,04577178045514996;0,04580112449798779
429;1,649;0,04576235609102686;0,04577178045514996;0,04577178045514996
430;1,656;0,04513949129852368;0,04576235609102686;0,04576235609102686
431;1,66;0,04513949129852368;0,04513949129852368;0,04576235609102686
433;1,667;0,04446650602409297;0,04513949129852368;0,04513949129852368
434;1,673;0,04140526033279324;0,04446650602409297;0,04446650602409297
435;1,679;0,041319592055820586;0,04140526033279324;0,04140526033279324
436;1,683;0,041319592055820586;0,041319592055820586;0,04140526033279324
437;1,689;0,041308856682766404;0,041319592055820586;0,041319592055820586
438;1,695;0,04129812130971211;0,041308856682766404;0,041308856682766404
439;1,701;0,041295544820179164;0,04129812130971211;0,04129812130971211
440;1,708;0,041270424047232246;0,041295544820179164;0,041295544820179164
441;1,714;0,041255609232417556;0,041270424047232246;0,041270424047232246
442;1,716;0,041255609232417556;0,041255609232417556;0,041270424047232246
443;1,719;0,041255609232417556;0,041255609232417556;0,041270424047232246
444;1,721;0,041255609232417556;0,041255609232417556;0,041270424047232246
445;1,723;0,041255609232417556;0,041255609232417556;0,041270424047232246
446;1,732;0,04124487385936326;0,041255609232417556;0,041255609232417556
447;1,738;0,04115469672570793;0,04124487385936326;0,04124487385936326
448;1,744;0,041154482018246785;0,04115469672570793;0,04115469672570793
449;1,748;0,041154482018246785;0,041154482018246785;0,04115469672570793
450;1,754;0,04103059581320112;0,041154482018246785;0,041154482018246785
451;1,76;0,03988470209339445;0,04103059581320112;0,04103059581320112
452;1,767;0,03986344605474701;0,03988470209339445;0,03988470209339445
454;1,773;0,03986344605474701;0,03986344605474701;0,03988470209339445
458;1,782;0,03986344605474701;0,03986344605474701;0,03988470209339445
459;1,786;0,03986344605474701;0,03986344605474701;0,03988470209339445
461;1,789;0,03986344605474701;0,03986344605474701;0,03988470209339445
463;1,795;0,03984906065485416;0,03986623725174099;0,03986344605474701
466;1,804;0,03984906065485416;0,03984906065485416;0,03986344605474701
470;1,812;0,03984906065485416;0,03984906065485416;0,03986344605474701
472;1,822;0,03974428341384506;0,03984906065485416;0,03984906065485416
473;1,826;0,03974428341384506;0,03974428341384506;0,03984906065485416
476;1,834;0,03974428341384506;0,03974428341384506;0,03984906065485416
479;1,845;0,03974299516907853;0,03974428341384506;0,03974428341384506
480;1,851;0,03678923863330297;0,03974299516907853;0,03974299516907853
481;1,854;0,03678923863330297;0,03678923863330297;0,03974299516907853
482;1,86;0,036632983588912205;0,03678923863330297;0,03678923863330297
483;1,867;0,03631294054344547;0,036632983588912205;0,036632983588912205
484;1,872;0,03631294054344547;0,03631294054344547;0,036632983588912205
485;1,878;0,03604476728544159;0,03631294054344547;0,03631294054344547
486;1,884;0,0354868980360471;0,03604476728544159;0,03604476728544159
487;1,889;0,0354868980360471;0,0354868980360471;0,03604476728544159
488;1,896;0,03548151735270033;0,0354868980360471;0,0354868980360471
489;1,902;0,032203020496220924;0,03548151735270033;0,03548151735270033
490;1,904;0,032203020496220924;0,032203020496220924;0,03548151735270033
491;1,912;0,03220280474649051;0,032203020496220924;0,032203020496220924
492;1,917;0,032064293419629575;0,03220280474649051;0,03220280474649051
493;1,92;0,032064293419629575;0,032064293419629575;0,03220280474649051
499;1,933;0,032064293419629575;0,032064293419629575;0,03220280474649051
500;1,942;0,03206213592232643;0,032064293419629575;0,032064293419629575
506;1,956;0,03206213592232643;0,03206213592232643;0,032064293419629575
507;1,963;0,03206084142394461;0,03206213592232643;0,03206213592232643
508;1,965;0,03206084142394461;0,03206084142394461;0,03206213592232643
509;1,972;0,03196548004314659;0,03206084142394461;0,03206084142394461
510;1,979;0,031537001078745575;0,03196548004314659;0,03196548004314659
511;1,989;0,03146537216828171;0,031537001078745575;0,031537001078745575
512;1,996;0,03137044228694441;0,03146537216828171;0,03146537216828171
513;2,003;0,03127443365695526;0,03137044228694441;0,03137044228694441
514;2,01;0,03126494066882157;0,03127443365695526;0,03127443365695526
515;2,014;0,03126494066882157;0,03126494066882157;0,03127443365695526
516;2,02;0,03126494066882157;0,03126494066882157;0,03127443365695526
517;2,025;0,03126494066882157;0,03126494066882157;0,03127443365695526
518;2,031;0,031228694714129035;0,03126494066882157;0,03126494066882157
519;2,041;0,031081121898595132;0,031228694714129035;0,031228694714129035
521;2,049;0,03063236245954437;0,031081121898595132;0,031081121898595132
522;2,055;0,027543444174098708;0,03063236245954437;0,03063236245954437
523;2,062;0,02753565828602078;0,027543444174098708;0,027543444174098708
524;2,066;0,02753565828602078;0,02753565828602078;0,027543444174098708
525;2,069;0,02753565828602078;0,02753565828602078;0,027543444174098708
526;2,076;0,02753003514463137;0,02753565828602078;0,02753565828602078
527;2,084;0,027502568261690064;0,02753003514463137;0,02753003514463137
528;2,092;0,02748613138685896;0,027502568261690064;0,027502568261690064
531;2,101;0,027484401189508345;0,02748613138685896;0,02748613138685896
532;2,106;0,027484401189508345;0,027484401189508345;0,02748613138685896
533;2,108;0,027484401189508345;0,027484401189508345;0,02748613138685896
534;2,114;0,027474452554742346;0,027484401189508345;0,027484401189508345
535;2,118;0,027474452554742346;0,027474452554742346;0,027484401189508345
536;2,122;0,027474452554742346;0,027474452554742346;0,027484401189508345
537;2,129;0,02745174371451553;0,027474452554742346;0,027474452554742346
539;2,137;0,027442443903755942;0,02745174371451553;0,02745174371451553
