npieces: 2000
capacity: 1045065
1 438 228 
2 34 136 
3 876 456 
4 102 408 
5 204 816 
6 438 228 
7 136 544 
8 238 952 
9 292 152 
10 204 816 
11 1022 532 
12 238 952 
13 238 952 
14 102 408 
15 1022 532 
16 438 228 
17 34 136 
18 102 408 
19 340 1360 
20 34 136 
21 438 228 
22 34 136 
23 204 816 
24 1460 760 
25 584 304 
26 340 1360 
27 238 952 
28 730 380 
29 1168 608 
30 1022 532 
31 1168 608 
32 34 136 
33 272 1088 
34 292 152 
35 1460 760 
36 34 136 
37 1460 760 
38 34 136 
39 1168 608 
40 68 272 
41 730 380 
42 146 76 
43 876 456 
44 68 272 
45 136 544 
46 1314 684 
47 340 1360 
48 272 1088 
49 1168 608 
50 340 1360 
51 876 456 
52 340 1360 
53 272 1088 
54 68 272 
55 306 1224 
56 730 380 
57 238 952 
58 170 680 
59 292 152 
60 68 272 
61 34 136 
62 238 952 
63 1168 608 
64 136 544 
65 340 1360 
66 1168 608 
67 102 408 
68 238 952 
69 272 1088 
70 204 816 
71 1460 760 
72 876 456 
73 1022 532 
74 204 816 
75 438 228 
76 1460 760 
77 1168 608 
78 68 272 
79 68 272 
80 292 152 
81 1314 684 
82 136 544 
83 68 272 
84 238 952 
85 1314 684 
86 438 228 
87 1168 608 
88 1022 532 
89 238 952 
90 1460 760 
91 306 1224 
92 306 1224 
93 1022 532 
94 68 272 
95 146 76 
96 438 228 
97 292 152 
98 1460 760 
99 876 456 
100 292 152 
101 238 952 
102 1022 532 
103 306 1224 
104 292 152 
105 438 228 
106 1168 608 
107 102 408 
108 730 380 
109 272 1088 
110 584 304 
111 34 136 
112 876 456 
113 272 1088 
114 340 1360 
115 438 228 
116 204 816 
117 584 304 
118 34 136 
119 1168 608 
120 272 1088 
121 204 816 
122 1460 760 
123 238 952 
124 136 544 
125 146 76 
126 146 76 
127 238 952 
128 102 408 
129 170 680 
130 1022 532 
131 1314 684 
132 340 1360 
133 146 76 
134 340 1360 
135 146 76 
136 876 456 
137 204 816 
138 136 544 
139 136 544 
140 1022 532 
141 584 304 
142 306 1224 
143 204 816 
144 1022 532 
145 102 408 
146 238 952 
147 1460 760 
148 146 76 
149 136 544 
150 340 1360 
151 438 228 
152 876 456 
153 34 136 
154 204 816 
155 730 380 
156 438 228 
157 1460 760 
158 340 1360 
159 1168 608 
160 584 304 
161 146 76 
162 306 1224 
163 170 680 
164 1022 532 
165 204 816 
166 68 272 
167 1022 532 
168 438 228 
169 584 304 
170 306 1224 
171 146 76 
172 876 456 
173 1460 760 
174 340 1360 
175 438 228 
176 1314 684 
177 238 952 
178 292 152 
179 136 544 
180 292 152 
181 146 76 
182 68 272 
183 1168 608 
184 1314 684 
185 340 1360 
186 68 272 
187 292 152 
188 292 152 
189 292 152 
190 136 544 
191 1460 760 
192 340 1360 
193 340 1360 
194 238 952 
195 876 456 
196 1460 760 
197 340 1360 
198 438 228 
199 204 816 
200 584 304 
201 146 76 
202 68 272 
203 292 152 
204 1460 760 
205 584 304 
206 102 408 
207 170 680 
208 238 952 
209 170 680 
210 876 456 
211 340 1360 
212 584 304 
213 1022 532 
214 146 76 
215 730 380 
216 292 152 
217 438 228 
218 438 228 
219 306 1224 
220 204 816 
221 102 408 
222 1314 684 
223 730 380 
224 1168 608 
225 102 408 
226 292 152 
227 238 952 
228 238 952 
229 584 304 
230 730 380 
231 292 152 
232 204 816 
233 204 816 
234 238 952 
235 136 544 
236 292 152 
237 876 456 
238 136 544 
239 204 816 
240 136 544 
241 340 1360 
242 1314 684 
243 1460 760 
244 438 228 
245 1460 760 
246 306 1224 
247 306 1224 
248 34 136 
249 730 380 
250 292 152 
251 34 136 
252 68 272 
253 1460 760 
254 438 228 
255 438 228 
256 272 1088 
257 68 272 
258 238 952 
259 1022 532 
260 272 1088 
261 68 272 
262 102 408 
263 68 272 
264 34 136 
265 1314 684 
266 102 408 
267 272 1088 
268 876 456 
269 340 1360 
270 34 136 
271 272 1088 
272 170 680 
273 438 228 
274 136 544 
275 584 304 
276 306 1224 
277 340 1360 
278 170 680 
279 292 152 
280 584 304 
281 238 952 
282 730 380 
283 306 1224 
284 1022 532 
285 68 272 
286 1460 760 
287 68 272 
288 136 544 
289 146 76 
290 34 136 
291 102 408 
292 204 816 
293 204 816 
294 146 76 
295 1460 760 
296 170 680 
297 584 304 
298 876 456 
299 730 380 
300 1460 760 
301 438 228 
302 1314 684 
303 146 76 
304 170 680 
305 136 544 
306 136 544 
307 146 76 
308 34 136 
309 34 136 
310 102 408 
311 34 136 
312 1460 760 
313 1314 684 
314 34 136 
315 306 1224 
316 292 152 
317 102 408 
318 292 152 
319 146 76 
320 1168 608 
321 306 1224 
322 136 544 
323 136 544 
324 238 952 
325 584 304 
326 876 456 
327 1168 608 
328 876 456 
329 204 816 
330 340 1360 
331 204 816 
332 438 228 
333 272 1088 
334 204 816 
335 292 152 
336 584 304 
337 730 380 
338 204 816 
339 272 1088 
340 1022 532 
341 204 816 
342 1168 608 
343 170 680 
344 292 152 
345 306 1224 
346 272 1088 
347 136 544 
348 34 136 
349 340 1360 
350 136 544 
351 1460 760 
352 1168 608 
353 102 408 
354 238 952 
355 146 76 
356 438 228 
357 238 952 
358 34 136 
359 876 456 
360 34 136 
361 204 816 
362 102 408 
363 1168 608 
364 438 228 
365 68 272 
366 1314 684 
367 146 76 
368 204 816 
369 584 304 
370 1022 532 
371 34 136 
372 292 152 
373 1460 760 
374 730 380 
375 340 1360 
376 68 272 
377 730 380 
378 876 456 
379 68 272 
380 136 544 
381 340 1360 
382 136 544 
383 876 456 
384 1460 760 
385 306 1224 
386 238 952 
387 1314 684 
388 730 380 
389 136 544 
390 306 1224 
391 292 152 
392 272 1088 
393 1460 760 
394 730 380 
395 340 1360 
396 876 456 
397 170 680 
398 306 1224 
399 238 952 
400 68 272 
401 1022 532 
402 1314 684 
403 170 680 
404 204 816 
405 292 152 
406 438 228 
407 1168 608 
408 238 952 
409 272 1088 
410 1460 760 
411 136 544 
412 438 228 
413 146 76 
414 1168 608 
415 1022 532 
416 340 1360 
417 146 76 
418 438 228 
419 34 136 
420 102 408 
421 876 456 
422 34 136 
423 876 456 
424 238 952 
425 876 456 
426 1314 684 
427 34 136 
428 438 228 
429 238 952 
430 340 1360 
431 170 680 
432 238 952 
433 238 952 
434 102 408 
435 584 304 
436 170 680 
437 340 1360 
438 1022 532 
439 238 952 
440 204 816 
441 170 680 
442 238 952 
443 292 152 
444 1168 608 
445 136 544 
446 136 544 
447 340 1360 
448 1460 760 
449 136 544 
450 340 1360 
451 68 272 
452 34 136 
453 238 952 
454 1314 684 
455 876 456 
456 146 76 
457 584 304 
458 1022 532 
459 1168 608 
460 1314 684 
461 146 76 
462 292 152 
463 730 380 
